architecture,learning_rate,weight_decay,dropout,best_threshold,avg_val_f1,avg_val_auc,avg_val_acc,avg_val_prec,avg_val_rec,avg_val_kappa
1024_512,0.0001,0.01,0.7,0.4,0.47862572999299224,0.7274764394937444,0.6897321910006736,0.37097937657551494,0.6882611255696417,0.28840263581030445
1024_512,0.0001,0.001,0.2,0.3,0.47020007349529286,0.7377870360454944,0.7134271022247483,0.3900752808641651,0.6102487524613049,0.2915104245578826
1024_512,0.0001,0.001,0.3,0.3,0.46969184346613685,0.7318609040634831,0.7043654394858156,0.3782092310307643,0.6349364843887658,0.2855579530566206
1024_512,0.0001,0.001,0.4,0.3,0.4843651013679933,0.7421676867964738,0.7222028266347866,0.4007598947086196,0.630730470403749,0.31074013173897447
1024_512,0.0001,0.001,0.5,0.3,0.47293912722143877,0.7327410955682898,0.68999300402808,0.36692067945445545,0.6773275525705391,0.281607175563715
1024_512,0.0001,0.001,0.6,0.3,0.47330704023956943,0.7271714766358698,0.6981445911326214,0.37594849881228537,0.6533196824563176,0.28672917095737943
1024_512,0.0001,0.001,0.7,0.4,0.4566340310381922,0.7111223079847091,0.6868435475257838,0.35596826378635116,0.641657012578072,0.26175934579506055
1024_512,0.0001,0.0001,0.2,0.3,0.4787357799406455,0.7379143791851656,0.7116551168647984,0.3895095962570346,0.638357597197439,0.29861205677885316
1024_512,0.0001,0.0001,0.3,0.3,0.46267525240830726,0.717011051977208,0.6721324953454494,0.35471644128896707,0.6802639243139679,0.26333066435779023
1024_512,0.0001,0.0001,0.4,0.3,0.4662779893609096,0.7332736362081315,0.702476411497409,0.3751975897413914,0.6304594890332167,0.28093481280811317
1024_512,0.0001,0.0001,0.5,0.3,0.468533428105024,0.728312811165804,0.7021506280545988,0.37568777939884707,0.6357912473674163,0.28298584779128505
1024_512,0.0001,0.0001,0.6,0.3,0.4640007104727612,0.7156640257007941,0.6591627552254298,0.3479643071328696,0.7174760301984037,0.25929393394961553
1024_512,0.0001,0.0001,0.7,0.3,0.45089630016873716,0.7131412552028904,0.6505196113215417,0.33611455101446575,0.6943958463188229,0.2403160644804517
1024_512,0.0001,1e-05,0.2,0.3,0.4818715468971281,0.7482224879840117,0.727694296125516,0.3975320496122827,0.6206810350753986,0.3096247025230502
1024_512,0.0001,1e-05,0.3,0.3,0.46208181267722415,0.7324064242492037,0.698295117679752,0.37682052678550026,0.6290143692524971,0.27619398099213893
1024_512,0.0001,1e-05,0.4,0.3,0.47247887597939436,0.73776579879458,0.7149573697457416,0.39134109562617575,0.6150531188527231,0.29478911823815385
1024_512,0.0001,1e-05,0.5,0.3,0.4722958052584977,0.7280008065820246,0.7004388510562999,0.3744708504040285,0.6482871356512997,0.28584253505262425
1024_512,0.0001,1e-05,0.6,0.3,0.4598046766441741,0.7163174696327869,0.677382398839873,0.35575365793497893,0.6654835898357896,0.26221190196114924
1024_512,0.0001,1e-05,0.7,0.3,0.45623151643466525,0.7170812031602259,0.6534066364574265,0.33877393849652737,0.705995299744383,0.24699639542425036
